Rank,Stock 1,Stock 2,Coint Score,Grade,Return (%),Sharpe,Max DD (%),Win Rate (%),Trades,Avg Trade (%)
195,ALL,MMM,86.66666666666667,A级 (优秀),8.43346645102839,5.481501467807545,-2.7166952008929397,100.0,4,2.229621643193524
196,EG,STT,97.77777777777777,S级 (完美),8.403916443771,0.7775621048209458,-8.411694475058058,70.0,10,0.9604382611197341
197,KEYS,LUV,81.66666666666667,A级 (优秀),8.40377470704954,0.4612576077668466,-6.0204927371496995,62.5,16,0.6509172027659217
198,CMS,PPG,88.88888888888889,A级 (优秀),8.363946525626364,1.1670483979603454,-4.557724673662364,70.0,10,0.962721185514197
199,ESS,IP,81.11111111111111,A级 (优秀),8.326426075008378,1.003982421326951,-8.614971357021187,66.66666666666666,12,0.8123095169052634
200,LMT,PSA,76.66666666666667,B级 (良好),8.296466819651455,1.3541148294390224,-4.753057147215356,62.5,16,0.6394187687632834
201,IP,LII,95.55555555555556,S级 (完美),8.296257544219712,1.5902990067728258,-10.049325352927863,50.0,8,1.1619656031555339
202,APTV,LII,76.66666666666667,B级 (良好),8.23625058181741,0.6264540613660735,-9.334214081486698,75.0,8,1.1522232102390144
203,EG,NWS,100.0,S级 (完美),8.221134493303515,0.8822676110215774,-4.9705674211226665,75.0,12,0.8091547390667269
204,EG,FAST,95.55555555555556,S级 (完美),8.205061788156891,0.8457244658663995,-6.337346786957316,44.44444444444444,9,1.0391554946932495
205,LNT,MMM,88.88888888888889,A级 (优秀),8.187379955083816,1.7660570306007817,-3.178369955234016,80.0,10,0.9495539805507882
206,MSCI,NXPI,78.88888888888889,B级 (良好),8.169994979455602,0.6150635900501015,-10.12101947903415,58.82352941176471,17,0.5932048078727649
207,EG,MCK,97.77777777777777,S级 (完美),8.141519007077324,1.5539716940832882,-4.834163161730591,77.77777777777779,9,1.0244857088786454
208,HSIC,WAT,86.11111111111111,A级 (优秀),8.11792839613295,0.4311554235546047,-11.316526609145317,38.88888888888889,18,0.5835723890908171
209,ESS,INTC,83.88888888888889,A级 (优秀),8.113256058378203,1.6869547360212374,-4.955165978953533,88.88888888888889,9,1.0235975188649058
210,EG,TRMB,100.0,S级 (完美),8.088716870315736,0.7839437305862303,-10.41369928577251,76.47058823529412,17,0.5964396174165015
211,AEE,EG,76.66666666666667,B级 (良好),8.079898080554528,3.92234389166953,-1.896502286232856,83.33333333333334,6,1.468507520043671
212,CVX,MAR,76.66666666666667,B级 (良好),8.07505358344318,1.4621198738857268,-3.876328241950222,80.0,5,1.7338389342093024
213,EG,HRL,91.11111111111111,S级 (完美),8.071130885368824,0.7286972173878785,-7.519607256203171,60.0,10,0.9371323593747796
214,SYF,TSLA,78.88888888888889,B级 (良好),8.038828106194982,0.7193059768145936,-5.7538819456091,33.33333333333333,6,1.4594927641431357
215,EQT,V,81.66666666666667,A级 (优秀),8.012156897154636,2.0168352179194504,-2.405616410417429,75.0,4,2.124074468613472
216,ALL,DXCM,76.66666666666667,B级 (良好),7.991768948789671,0.8514678357442111,-9.925156575094478,55.55555555555556,9,1.0066328733815222
217,EG,SCHW,100.0,S级 (完美),7.9794401823447405,1.1871482931556807,-7.527690394431128,66.66666666666666,6,1.4520154474033022
218,EG,WBD,100.0,S级 (完美),7.957916317540119,0.9220624546078129,-8.655170983862588,62.5,8,1.1233902627185723
219,PDD,TPL,81.66666666666667,A级 (优秀),7.950822637903722,1.827227467863302,-4.572250499801851,80.0,5,1.7091312711267332
220,KR,NFLX,91.11111111111111,S级 (完美),7.897064268909336,1.8247428730245838,-6.4493196398494295,83.33333333333334,6,1.4415411510724059
221,PDD,VLO,71.66666666666666,B级 (良好),7.863979774086925,0.9086874780096376,-5.967654124966406,88.88888888888889,9,1.0014582110098365
222,TDG,WEC,78.88888888888889,B级 (良好),7.846815097930346,1.2676021081862827,-2.6919980862941504,60.0,10,0.9040549928275476
223,HSIC,SHOP,71.11111111111111,B级 (良好),7.838978190539682,0.23354671553804085,-22.89812408480763,43.47826086956522,23,0.47402635956630434
224,EG,EW,71.11111111111111,B级 (良好),7.747780422860101,2.028322679069956,-3.1456213630020122,66.66666666666666,6,1.408772553271947
225,ADM,GD,81.66666666666667,A级 (优秀),7.710082634206293,1.1899994205156983,-3.2119164147325288,50.0,6,1.408927858452021
226,EG,FISV,81.11111111111111,A级 (优秀),7.6920687025402,1.165386407804617,-4.804976799377342,70.0,10,0.8858626018183504
227,EG,SYK,90.55555555555556,S级 (完美),7.68628995197652,1.2464961013687328,-6.877138308778144,70.0,10,0.8870843741376797
228,PG,STLD,76.66666666666667,B级 (良好),7.680848051262568,1.6611074657172176,-7.26617418010265,60.0,5,1.6548832083375782
229,APP,COF,88.33333333333333,A级 (优秀),7.667979308371244,0.4969360884339257,-13.913987035345698,61.53846153846154,13,0.71258242678401
230,ALL,KHC,83.88888888888889,A级 (优秀),7.646023854231782,0.7073794818932052,-11.759249272450386,54.54545454545454,11,0.8132548971454185
231,ALL,TKO,83.88888888888889,A级 (优秀),7.6445353744377496,1.9385320181576273,-6.108148491600335,66.66666666666666,6,1.3934204063973432
232,AME,MAR,88.88888888888889,A级 (优秀),7.64037999073416,0.9766719415190496,-3.74568083249664,70.0,10,0.8850785890004295
233,DTE,OXY,76.66666666666667,B级 (良好),7.634250530790247,1.1499869615808291,-5.167047619724588,62.5,8,1.0751874348626898
234,JCI,NRG,100.0,S级 (完美),7.608479525048256,0.7219660184499909,-7.893032426947406,50.0,6,1.401798988708407
235,PANW,SRE,76.66666666666667,B级 (良好),7.56323177714186,1.1367555096673536,-3.7043172899375554,60.0,10,0.8803695962813924
236,ABBV,CMG,76.66666666666667,B级 (良好),7.527575249854809,0.965392673176787,-5.90661198059554,50.0,2,3.8889105975071816
237,COP,PODD,86.11111111111111,A级 (优秀),7.4287182119330675,0.5438327584069081,-10.073031731714613,50.0,8,1.0519771109766092
238,COP,UPS,73.33333333333333,B级 (良好),7.410621734343804,3.0546177801099796,-4.566535282327971,85.71428571428571,7,1.1808071519177556
239,PG,ROP,78.88888888888889,B级 (良好),7.384802977721542,1.6503553886995723,-4.547647854250244,71.42857142857143,7,1.1718405480466398
240,EG,TXT,73.33333333333333,B级 (良好),7.347160347905302,1.2630527714935424,-3.820929817380373,78.57142857142857,14,0.6452695984925921
241,EG,EXPD,83.33333333333333,A级 (优秀),7.297589897750499,0.7486876510990316,-4.787070033191039,61.53846153846154,13,0.685163084619449
242,DRI,FANG,88.33333333333333,A级 (优秀),7.229258366725612,1.3680720301587477,-2.400484979959161,71.42857142857143,7,1.153872781334918
243,D,LDOS,81.11111111111111,A级 (优秀),7.2164232519917135,1.2469453869252145,-8.003037958842377,66.66666666666666,6,1.32779432049488
244,EOG,TTD,88.33333333333333,A级 (优秀),7.185565623032685,1.1808318485290394,-8.864128731802554,62.5,8,1.0230208542286028
245,AVB,DVA,76.66666666666667,B级 (良好),7.164550635623454,1.1866920719835443,-4.572727502325977,70.0,10,0.8377889334118749
246,PFE,QCOM,76.66666666666667,B级 (良好),7.140398837467714,1.5948242201338867,-12.818006621879995,62.5,8,1.0220872962869212
247,ALL,WELL,86.11111111111111,A级 (优秀),7.071870210789101,1.507619297220651,-3.76333141611596,88.88888888888889,9,0.906725175801319
248,ALL,LYB,83.88888888888889,A级 (优秀),7.012008413338509,0.7366166721307654,-8.114526382549625,50.0,10,0.8200334211238174
249,ALL,MGM,81.11111111111111,A级 (优秀),6.963346740867375,2.176843654812567,-2.9307894249279434,85.71428571428571,7,1.1169948656260307
250,KKR,NCLH,83.88888888888889,A级 (优秀),6.912531272704961,0.606413556674316,-9.193465031826005,57.14285714285714,14,0.6319346878226144
251,EG,WAB,91.11111111111111,S级 (完美),6.905291784003523,0.8014344094997222,-9.418078127615306,80.0,10,0.8140139540016639
252,EG,FTNT,90.55555555555556,S级 (完美),6.9004931176270325,1.0619877016248784,-7.042055878317087,77.77777777777779,9,0.8860324310733794
253,GDDY,GPC,78.88888888888889,B级 (良好),6.899722680743624,2.107415298617778,-1.5083128496498919,83.33333333333334,6,1.270154394227306
254,EW,SHW,78.88888888888889,B级 (良好),6.890903774244231,1.2337748623406037,-5.901592994677133,63.63636363636363,11,0.750741413137936
255,EL,REG,76.66666666666667,B级 (良好),6.867258922467082,0.5505408297617299,-10.805327081407983,54.54545454545454,11,0.7525848000031572
256,EG,GOOG,88.88888888888889,A级 (优秀),6.8391496025555245,0.5522406270766869,-7.94875602922441,75.0,12,0.6854096212379385
257,GEN,TT,78.88888888888889,B级 (良好),6.812290810025064,1.1883594375523354,-7.700525034101177,75.0,8,0.9701899296215016
258,DHR,FANG,78.88888888888889,B级 (良好),6.810674790728692,0.684731020964718,-4.759371005219033,58.333333333333336,12,0.6918022756023116
259,DTE,UPS,93.33333333333333,S级 (完美),6.751727487404874,0.8619576899980569,-3.6569399458623595,45.45454545454545,11,0.7359925914073291
260,CMI,INCY,83.88888888888889,A级 (优秀),6.728992928904553,1.2172253650102605,-5.3748903506821035,71.42857142857143,7,1.0855378469472294
261,AIG,NKE,81.66666666666667,A级 (优秀),6.679081644684906,5.6752434056461905,-2.2955433279170943,100.0,3,2.3504833715962703
262,EG,SLB,91.11111111111111,S级 (完美),6.649117235662488,0.522376888325933,-11.121237354510182,62.5,16,0.5429397477943613
263,EG,GPC,71.11111111111111,B级 (良好),6.644670980522031,0.6158173486607709,-13.25496226615988,60.0,10,0.7865566762506557
264,EG,FANG,97.77777777777777,S级 (完美),6.623061055256926,2.0235515007519957,-4.14061232396035,87.5,8,0.9460286521609311
265,ACGL,PSA,86.11111111111111,A级 (优秀),6.5808064052653785,0.9207075064964872,-5.767225289767172,66.66666666666666,12,0.6643458247481194
266,EG,MSI,76.66666666666667,B级 (良好),6.575580750240974,0.593230672298332,-6.6712226523732046,72.72727272727273,11,0.7168639252407989
267,HSIC,KEYS,85.55555555555556,A级 (优秀),6.552826552100771,0.9764161667936833,-4.309157290028677,72.72727272727273,11,0.7183997712800185
268,DGX,ROL,76.66666666666667,B级 (良好),6.548038656606353,1.411075095262387,-1.9733709967597362,71.42857142857143,7,1.062274732245687
269,EG,FE,86.66666666666667,A级 (优秀),6.4664808722479785,0.7671901301767267,-5.258057077868653,64.28571428571429,14,0.5834938868760968
270,EG,KR,100.0,S级 (完美),6.377825746943229,0.7009816640854186,-6.407133661806368,66.66666666666666,9,0.830787721964149
271,KEY,RF,100.0,S级 (完美),6.364725666932195,1.1678625734812327,-4.180993119831432,84.61538461538461,26,0.40154217439483275
272,EG,PPG,95.55555555555556,S级 (完美),6.354338933710722,1.1143893811910417,-4.525597922356227,66.66666666666666,12,0.6499283750772344
273,EG,SYY,76.66666666666667,B级 (良好),6.326829024658743,1.189906987145127,-5.815994443720226,66.66666666666666,3,2.2329188964002733
274,HUM,NI,81.66666666666667,A级 (优秀),6.324008604120608,0.6325692972057858,-8.064658826948303,66.66666666666666,6,1.1747156169823265
275,EG,L,97.77777777777777,S级 (完美),6.23817570334037,0.7686521052144767,-5.091190891452907,57.14285714285714,7,1.007151585399302
276,EG,MOH,88.88888888888889,A级 (优秀),6.233611216211036,0.7088210720354625,-7.684505659770659,66.66666666666666,9,0.8059734257888124
277,COP,DGX,88.33333333333333,A级 (优秀),6.224456788660187,3.0712548279080525,-1.6117093530414635,100.0,2,3.232840527402363
278,ESS,TYL,92.77777777777777,S级 (完美),6.192992578303121,1.1669386981208165,-5.66516939883249,50.0,4,1.672185573597794
279,TGT,TTWO,95.55555555555556,S级 (完美),6.185866534725864,0.748122548158339,-4.096130622947836,53.333333333333336,15,0.5274616074928181
280,COP,ETR,73.33333333333333,B级 (良好),6.114794053752296,1.6142272013876464,-2.8066598093583863,71.42857142857143,7,0.9947071522545731
281,PAYC,PFE,78.88888888888889,B级 (良好),6.10789832190807,0.5956538141422589,-4.630884895126932,52.94117647058824,17,0.48601858050758023
282,COP,GILD,86.11111111111111,A级 (优秀),6.092215785942666,1.4181787335534897,-4.323672562182528,71.42857142857143,7,0.9922062805868689
283,AIG,ARE,81.66666666666667,A级 (优秀),6.079955935130157,1.6320073726118884,-2.9055998885863943,66.66666666666666,9,0.8004206589900789
284,F,FISV,97.77777777777777,S级 (完美),6.058672631185618,0.38829466968219234,-11.507332895886579,60.0,20,0.433347167156218
285,EG,TRV,97.77777777777777,S级 (完美),6.031528465018869,1.2660877299760405,-4.091505046707818,62.5,8,0.8739734412514457
286,MSCI,SBUX,81.11111111111111,A级 (优秀),6.025296154083989,0.8190816149456841,-5.307151543943067,50.0,10,0.721988597554345
287,PDD,TRGP,86.11111111111111,A级 (优秀),6.004733024013753,1.5003138210327944,-3.085762554949873,66.66666666666666,9,0.7892390620077568
288,HSIC,UNP,91.11111111111111,S级 (完美),5.9726053186851935,0.6630178258694207,-4.637495642019791,50.0,14,0.5521068586012886
289,EG,MNST,93.33333333333333,S级 (完美),5.972344703944152,0.6484154112072615,-8.288166938168093,63.63636363636363,11,0.665334755675186
290,HSIC,LII,78.88888888888889,B级 (良好),5.944511619219309,0.5014649123585929,-14.91516152344314,66.66666666666666,9,0.7729372392460536
291,ES,HAS,95.55555555555556,S级 (完美),5.920061437657758,0.9852461984447871,-5.424260533764104,63.63636363636363,11,0.6657142109421534
292,EG,WELL,97.77777777777777,S级 (完美),5.875548861483462,0.8447621472726285,-6.347674656048409,62.5,8,0.8538278823701624
293,KHC,LH,76.66666666666667,B级 (良好),5.819230039517643,1.733615815578514,-3.777300963384209,83.33333333333334,6,1.0980850955498949
294,DE,PEP,81.66666666666667,A级 (优秀),5.804548942114299,0.6929197476836458,-6.991318795841975,83.33333333333334,6,1.0879064738303514
295,DHR,V,88.33333333333333,A级 (优秀),5.783353991745215,1.7630291970994372,-3.043157072396015,71.42857142857143,7,0.9475141546020728
296,KIM,MSCI,76.66666666666667,B级 (良好),5.768178137392461,0.7543799937983047,-9.048579318554383,54.54545454545454,11,0.6355620971357466
297,AKAM,RSG,78.88888888888889,B级 (良好),5.765458767304735,0.9894015203356474,-4.439093616541324,66.66666666666666,9,0.7663425632788479
298,EG,MA,100.0,S级 (完美),5.751092289224529,0.761250894079515,-6.375148805236515,66.66666666666666,9,0.7525370079664008
299,D,TT,78.88888888888889,B级 (良好),5.697663043978028,0.5071818736707461,-10.722058360868314,52.94117647058824,17,0.46436155800969425
300,EG,PCG,97.77777777777777,S级 (完美),5.696997965575575,0.6576417912617178,-12.686657540676094,73.33333333333333,15,0.5026086833448605
301,APA,PGR,81.66666666666667,A级 (优秀),5.678958608810193,5.720769920242278,-1.3299643800683623,100.0,3,2.014208443518207
302,MU,WDC,81.11111111111111,A级 (优秀),5.539239843088697,0.5532391289681271,-8.721694848775337,37.5,8,0.8194108851302824
303,EG,TDY,100.0,S级 (完美),5.490515126534534,0.5825090701210457,-4.688137047983616,53.84615384615385,13,0.5429469042596123
304,F,VLO,91.11111111111111,S级 (完美),5.473817044658746,0.8443375334269969,-4.937336032654085,60.0,5,1.224225344562186
305,OXY,PPL,83.33333333333333,A级 (优秀),5.444832312668411,1.008401988429492,-4.290447240501578,66.66666666666666,12,0.5838619996923242
306,DGX,NI,86.66666666666667,A级 (优秀),5.4199917173633585,1.0228730772213306,-5.121138998904811,63.63636363636363,11,0.6162838327838684
307,EG,VZ,86.66666666666667,A级 (优秀),5.416673708378381,0.8699112239954042,-5.154423238029125,54.54545454545454,11,0.6177041999824056
308,COP,NKE,73.33333333333333,B级 (良好),5.410712668268024,1.2540323755258953,-3.8582545261807275,75.0,8,0.798685505009799
309,ALL,EVRG,86.11111111111111,A级 (优秀),5.37659238282044,0.9376083543193076,-6.091985234045881,66.66666666666666,12,0.5733249819530905
310,EG,TSLA,93.33333333333333,S级 (完美),5.351140848276802,0.27922475972211436,-16.409505004243606,57.14285714285714,14,0.4944532834057483
311,PDD,VST,71.66666666666666,B级 (良好),5.345739778980685,0.7775948741844426,-5.85558136523478,55.55555555555556,9,0.7186633003471402
312,AIG,ODFL,76.66666666666667,B级 (良好),5.344759085637139,0.954286128198093,-3.266726213845783,60.0,10,0.6587675567189518
313,KR,VRSN,83.33333333333333,A级 (优秀),5.3359390520170855,1.7146849796039245,-1.2845056092824931,80.0,5,1.189052164200017
314,EG,TSCO,76.66666666666667,B级 (良好),5.311839533484817,0.6482566403088824,-10.67889873220306,69.23076923076923,13,0.5303182659922375
315,EXR,LMT,81.11111111111111,A级 (优秀),5.2617724498710015,1.015813637825508,-3.2254434271538006,57.14285714285714,7,0.8714242336715011
316,ADI,TAP,95.55555555555556,S级 (完美),5.252922030083005,0.30021142031763287,-12.21064851770401,63.1578947368421,19,0.404735993139308
317,PH,STT,83.88888888888889,A级 (优秀),5.250226413996046,1.7213932152739595,-3.4306437502425133,75.0,8,0.7770256486682731
318,DE,PM,76.66666666666667,B级 (良好),5.2398105089935125,19.256452048465107,-4.349941192916001,100.0,4,1.430742961315787
319,COP,GL,88.33333333333333,A级 (优秀),5.229507594481489,0.9037526616538447,-4.030939723441851,72.72727272727273,11,0.5970946730905511
320,EG,ON,97.77777777777777,S级 (完美),5.210771655840231,0.8488828095829019,-6.840673245346856,60.0,10,0.6395511733889062
321,DRI,KR,81.11111111111111,A级 (优秀),5.170865330244662,0.7250654322155267,-5.86169974216452,40.0,10,0.6390862143407833
322,D,HAS,81.11111111111111,A级 (优秀),5.170633004115982,0.8290004697100061,-7.44936627256711,73.33333333333333,15,0.4751517207175388
323,AOS,DRI,76.66666666666667,B级 (良好),5.124171503826947,1.0497628903449598,-6.5159793736727245,62.5,8,0.7653039315092598
324,EXPE,INVH,91.11111111111111,S级 (完美),5.115151162425071,0.6709803752506348,-6.143105997671385,62.5,8,0.7653198051560584
325,CSCO,EG,86.66666666666667,A级 (优秀),5.080187984688382,1.1844494247746613,-4.812924813262042,71.42857142857143,7,0.8454591537361443
326,ADSK,DLR,83.33333333333333,A级 (优秀),5.06740762146622,1.6477477585044145,-1.8055660307270678,71.42857142857143,7,0.8412465233256299
327,L,RTX,88.88888888888889,A级 (优秀),5.0579290797198775,0.8309434514167957,-3.2312728792219234,55.55555555555556,9,0.6882587997831958
328,MGM,NUE,85.55555555555556,A级 (优秀),5.039161664438696,1.1750472039701492,-2.8927213350568945,70.0,10,0.6328141317004456
329,EG,ORLY,100.0,S级 (完美),5.025343055525751,0.7858435180424167,-6.696438052765137,62.5,8,0.7482930895499731
330,ALL,ATO,90.55555555555556,S级 (完美),5.013258012114544,0.9353725205893696,-3.9077146845044215,33.33333333333333,6,0.953169768428928
331,HSIC,PYPL,78.88888888888889,B级 (良好),5.012008466273837,0.4849330939105808,-8.44896663132065,69.23076923076923,13,0.5133701582926108
332,EG,KMI,93.33333333333333,S级 (完美),4.980538840241948,1.138598701693136,-4.482491258970885,66.66666666666666,9,0.6757382566816027
333,LEN,OMC,86.66666666666667,A级 (优秀),4.9770519074365875,0.525093742077088,-7.095977667015428,66.66666666666666,18,0.398246382600423
334,ALL,HUM,83.88888888888889,A级 (优秀),4.960349708266586,0.993168948810204,-4.576136714618736,62.5,8,0.7399312181050285
335,APP,MS,83.88888888888889,A级 (优秀),4.920367036595053,0.6790348592914338,-13.63139206825425,72.72727272727273,11,0.5696335264049155
336,ABT,DHR,83.88888888888889,A级 (优秀),4.91303675069689,1.556040915928391,-2.2755993450576515,66.66666666666666,6,0.9399322455563222
337,PSKY,RVTY,86.11111111111111,A级 (优秀),4.874928737795446,0.4963783306960973,-6.822821730699492,50.0,8,0.7595405040172458
338,HAL,WM,76.66666666666667,B级 (良好),4.8366348084623745,0.6119507884438602,-5.935390380619605,55.55555555555556,9,0.655599834057753
339,EG,MSCI,76.66666666666667,B级 (良好),4.82950068943348,0.6805311806376155,-5.676280060090347,60.0,15,0.438762021175573
340,AIG,GPN,91.11111111111111,S级 (完美),4.821001792311712,1.5632882621053055,-2.463821424463581,80.0,5,1.0874356877827072
341,COP,LNT,83.88888888888889,A级 (优秀),4.8207877926853975,1.0125662438283731,-5.0800458714904195,85.71428571428571,7,0.8151481568176929
342,SJM,TT,81.66666666666667,A级 (优秀),4.790310364845049,0.6529114797545134,-9.179753398594205,50.0,10,0.5971976390590159
343,ALL,FOXA,86.11111111111111,A级 (优秀),4.752387288820523,0.8729499581487079,-3.890000008686144,66.66666666666666,9,0.6481835566587983
344,COP,NI,86.11111111111111,A级 (优秀),4.7003187155204795,0.8710397032443888,-3.9424149803187882,66.66666666666666,9,0.6507402689239772
345,DE,DRI,90.55555555555556,S级 (完美),4.687464469671788,1.2726258662011622,-3.776093065101877,75.0,8,0.7058918154140559
346,EG,TDG,95.55555555555556,S级 (完美),4.653968269550867,0.7003533880716426,-12.73068947927383,71.42857142857143,7,0.7822836851702073
347,APA,WM,81.11111111111111,A级 (优秀),4.616436108524038,1.3006590610662698,-1.7121666162757447,60.0,5,1.0443631870960566
348,AEE,NI,81.66666666666667,A级 (优秀),4.601052641310059,1.0666738077448294,-3.403968707262897,71.42857142857143,14,0.4539384057440557
349,DE,NFLX,95.55555555555556,S级 (完美),4.512725498077649,1.0962988337700932,-2.60068269960114,60.0,5,1.0252895372624447
350,COF,JPM,86.11111111111111,A级 (优秀),4.466765709740284,0.9739085781733795,-4.633582076496545,66.66666666666666,12,0.4930672005414416
351,COP,VRSN,88.33333333333333,A级 (优秀),4.463612343624758,2.007563965900214,-2.77904521106412,75.0,4,1.2354122709599618
352,FANG,TECH,78.88888888888889,B级 (良好),4.444314039923411,0.7117960049324613,-5.647758802681303,60.0,10,0.5695346008957527
353,MET,PANW,76.66666666666667,B级 (良好),4.389377572977566,1.2351363143330134,-2.6317793767977706,80.0,5,0.9966419474172898
354,EG,FIS,78.88888888888889,B级 (良好),4.374495929482524,0.5393155753408978,-5.996023144349971,66.66666666666666,9,0.6093832670862696
355,EG,GPN,81.66666666666667,A级 (优秀),4.325465685107061,0.6676830573047171,-5.637052117327336,55.55555555555556,9,0.602191732175136
356,EG,FOXA,100.0,S级 (完美),4.319089612177675,0.5990898598196103,-7.0545600277253495,72.72727272727273,11,0.5108514211960815
357,EG,FDS,81.66666666666667,A级 (优秀),4.2894763176153505,0.6045567067409885,-6.388294778495964,70.0,10,0.549045067916033
358,OTIS,ULTA,86.66666666666667,A级 (优秀),4.2676122777974665,0.6999589082892433,-6.622480345943982,66.66666666666666,9,0.5969081656595363
359,PDD,WAT,78.33333333333333,B级 (良好),4.2447540746670125,1.7777500919493943,-2.658268897280684,80.0,5,0.9683899773035669
360,ASML,PAYX,78.88888888888889,B级 (良好),4.242909033601886,0.27237542155306477,-10.816742281897024,62.5,8,0.6466241868118068
361,MET,SMCI,88.33333333333333,A级 (优秀),4.2271230362603385,0.7108214374296743,-5.172614296460182,50.0,6,0.8335239492583529
362,EG,VRSN,100.0,S级 (完美),4.211306709197495,0.7098556019427557,-6.888952951863376,71.42857142857143,7,0.7190974615705118
363,COP,EQT,88.33333333333333,A级 (优秀),4.19647510688797,1.322623296027033,-2.8817806759841074,75.0,4,1.1765739743817807
364,COP,NFLX,73.33333333333333,B级 (良好),4.172769723794991,0.9890134976740996,-2.885142912432179,60.0,5,0.9577607559624319
365,MET,WMB,71.11111111111111,B级 (良好),4.168015166569676,1.1601285546858253,-4.871627884144129,57.14285714285714,7,0.7181352046337324
366,EG,RJF,97.77777777777777,S级 (完美),4.154634636155359,0.8500599868583064,-6.341226128545535,57.14285714285714,7,0.7152838973967454
367,ESS,GPC,78.88888888888889,B级 (良好),4.126264275491835,0.7958651924145038,-6.894472484084008,70.0,10,0.5296311087413562
368,EG,MDT,88.88888888888889,A级 (优秀),4.106803901710431,0.5092017313050454,-8.58593580789024,60.0,10,0.5298015589725145
369,EG,EXE,100.0,S级 (完美),4.082898852907587,0.7012767247763524,-8.523332398054082,62.5,8,0.6288401804526926
370,CRWD,EQT,81.66666666666667,A级 (优秀),4.070234720780834,0.4618900989011223,-9.490627745391794,60.0,10,0.5345972008532638
371,EG,OXY,95.55555555555556,S级 (完美),4.0378122978298485,0.5656745819989926,-8.448473280299284,63.63636363636363,11,0.491308775739688
372,HON,MSTR,86.66666666666667,A级 (优秀),4.009220109837232,0.44935766163856405,-10.565756016202744,50.0,6,0.7957547399211174
373,AIG,WM,93.33333333333333,S级 (完美),4.001987779454925,0.838232942437664,-5.365997234485864,80.0,10,0.523266904843971
374,COF,EG,86.66666666666667,A级 (优秀),3.9912065114080177,0.0,-2.9427198043958565,100.0,1,4.106264704271412
375,CME,DE,86.66666666666667,A级 (优秀),3.887180770244071,0.8163875383621381,-6.181343408673786,50.0,10,0.505749432668987
376,EG,FOX,100.0,S级 (完美),3.8695260421614655,0.4965023174645071,-6.738874139161362,60.0,10,0.5074184300729225
377,EG,MCO,83.88888888888889,A级 (优秀),3.855062787041621,0.7377953839088857,-4.723371478946123,63.63636363636363,11,0.46621044150205476
378,LII,TYL,95.55555555555556,S级 (完美),3.8432049464512676,0.7285082577135589,-5.408393017209478,66.66666666666666,9,0.543535718936417
379,EOG,TGT,87.77777777777777,A级 (优秀),3.8276629698919713,0.7223909422396986,-7.789584489532637,57.14285714285714,7,0.6659282069710215
380,MET,SLB,78.88888888888889,B级 (良好),3.7768158203105995,0.9951272592999312,-3.548231925467276,40.0,5,0.8839054359263916
381,MET,SJM,78.88888888888889,B级 (良好),3.7765936630880312,1.3771303627458231,-6.742025199942788,80.0,5,0.8774560593091701
382,CVX,SCHW,76.66666666666667,B级 (良好),3.736697047753987,1.1295560208964364,-5.163648183514384,75.0,12,0.4351634269286671
383,DVN,MRK,88.33333333333333,A级 (优秀),3.7012881742307364,0.6063789535119836,-11.284053611647396,57.14285714285714,7,0.6547712054072397
384,KKR,PKG,78.88888888888889,B级 (良好),3.6912630899688375,0.4487596307952634,-5.117187018604589,44.44444444444444,9,0.5374029139257626
385,ALGN,DUK,86.66666666666667,A级 (优秀),3.668081900084973,1.6859580001239904,-2.888329800584004,66.66666666666666,3,1.3440900873170631
386,DPZ,MTCH,88.33333333333333,A级 (优秀),3.6425369232091906,0.4202057416248177,-7.127334062785989,50.0,6,0.7299579167874072
387,FANG,GL,81.66666666666667,A级 (优秀),3.6081071887296567,0.38700485121036793,-7.866069615150492,62.5,8,0.5759108445226973
388,MET,SPG,95.0,S级 (完美),3.6016369074323302,1.713620649905073,-2.3516860359022935,75.0,8,0.5733029803907815
389,AME,CMI,78.33333333333333,B级 (良好),3.5607257181014136,0.4150423647049083,-9.97872492956528,50.0,16,0.3430944054129572
390,DOW,TTWO,100.0,S级 (完美),3.553398745483326,1.0646690666582816,-4.318109842828031,44.44444444444444,9,0.5160002492104269
391,MET,MRNA,86.11111111111111,A级 (优秀),3.52140583750626,0.8259562342947774,-3.610810813789247,75.0,4,1.0115332121364387
392,ALL,SLB,86.11111111111111,A级 (优秀),3.4736254839116008,4.019465014111549,-3.5298664308096384,100.0,4,0.9877414939062577
393,ITW,NXPI,76.66666666666667,B级 (良好),3.4617213899659256,0.459292752466563,-4.722567420237095,50.0,10,0.4669352654343878
394,SYY,VRSN,76.66666666666667,B级 (良好),3.432106195951244,0.9564673819233719,-6.7879553558646295,57.14285714285714,7,0.6135368112447882
395,EG,TJX,95.55555555555556,S级 (完美),3.4077306951707866,0.5718766498508598,-4.886551910942375,61.53846153846154,13,0.3799484125625219
396,KIM,PKG,76.66666666666667,B级 (良好),3.407369226033654,0.6689248575733054,-8.641248170761449,55.55555555555556,9,0.500368813574126
397,EG,V,100.0,S级 (完美),3.391194087685348,0.6383500237585732,-5.6068007725444975,80.0,10,0.4557990159539048
398,KR,V,76.66666666666667,B级 (良好),3.3861144254840907,1.2305536486244382,-4.665155999031136,57.14285714285714,7,0.6048691740324371
399,EQR,TYL,97.77777777777777,S级 (完美),3.371494668299492,1.1269787900231483,-3.5285235608722925,50.0,6,0.6777884292574643
